,Unnamed: 0,Nombre,URL Imagen,URL Imagen Pacto,Distrito,Partido,Pacto,Resumen,Links,Facebook,Instagram,Twitter,Imagen Github,Imagen Partido Github
47,47,Eduardo Roberto Justo Cruces,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857274.png,Distrito 2,Federación Regionalista Verde Social,Apruebo Dignidad,Aún Eduardo Roberto Justo Cruces no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Eduardo Roberto Justo Cruces.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Federación Regionalista Verde Social.png
48,48,Enrique Orlando Echeverria Garcia,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Pueblo Tarapacá,Aún Enrique Orlando Echeverria Garcia no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Enrique Orlando Echeverria Garcia.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
49,49,Felipe Hubner Valdivieso,https://quienesson.cl/assets/images/candidatos/1612382057.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Vamos Por Chile,,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/fhubner,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Felipe Hubner Valdivieso.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
50,50,Freddy Marcos Araneda Barahona,https://quienesson.cl/assets/images/candidatos/1611414373.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Vamos Por Chile,,Estamos actualizando la información,https://www.facebook.com/aranedaconstituyente,https://www.instagram.com/aranedaconstituyente/,https://twitter.com/freddyaraneda,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Freddy Marcos Araneda Barahona.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
51,51,Gonzalo AndrÉs Prieto Navarrete,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610861545.png,Distrito 2,Partido por la Democracia,Lista del Apruebo,Aún Gonzalo AndrÉs Prieto Navarrete no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Gonzalo AndrÉs Prieto Navarrete.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido por la Democracia.png
52,52,Gonzalo Sepulveda Fuenzalida,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Pueblo Tarapacá,Aún Gonzalo Sepulveda Fuenzalida no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Gonzalo Sepulveda Fuenzalida.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
53,53,Grace Fabiola Harris Guerra,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Pueblo Tarapacá,Aún Grace Fabiola Harris Guerra no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Grace Fabiola Harris Guerra.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
54,54,Guacolda Abdulia BascuÑan Aravena,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Autonomía Social y Sindical Tarapacá,Aún Guacolda Abdulia BascuÑan Aravena no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Guacolda Abdulia BascuÑan Aravena.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
55,55,Hugo Humberto Gutierrez Galvez,https://quienesson.cl/assets/images/candidatos/candidato_1610864243.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610859999.png,Distrito 2,Partido Comunista de Chile,Apruebo Dignidad,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Hugo Humberto Gutierrez Galvez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Comunista de Chile.png
56,56,Ignacio Andres Prieto Henriquez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Lista del Apruebo,Aún Ignacio Andres Prieto Henriquez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ignacio Andres Prieto Henriquez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
57,57,Jaime Gabriel Ceballos Sanouea,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Nobles Hijxs De Tarapacá,Aún Jaime Gabriel Ceballos Sanouea no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Jaime Gabriel Ceballos Sanouea.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
58,58,Jorge Aldebaran Diaz Corona,https://quienesson.cl/assets/images/candidatos/1612382901.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Nobles Hijxs De Tarapacá,,Estamos actualizando la información,https://www.facebook.com/jorgealdebarandiazcorona,https://www.instagram.com/jorgediazcorona/,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Jorge Aldebaran Diaz Corona.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
59,59,Karen Rose Heyne Bolados,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Vamos Por Chile,Aún Karen Rose Heyne Bolados no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Karen Rose Heyne Bolados.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
60,60,Leonardo Felipe Escarate Ayala,https://quienesson.cl/assets/images/candidatos/1612209901.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Autonomía Social y Sindical Tarapacá,,Estamos actualizando la información,https://www.facebook.com/leo.escarate.3,https://www.instagram.com/leo_escarate/,https://twitter.com/EscarateLeo,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Leonardo Felipe Escarate Ayala.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
61,61,Lorena Gonzalez Rodriguez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Candidatura Independiente,Aún Lorena Gonzalez Rodriguez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Lorena Gonzalez Rodriguez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
62,62,Luis Alejandro Perez Reyes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Pueblo Tarapacá,Aún Luis Alejandro Perez Reyes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Luis Alejandro Perez Reyes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
63,63,Luis Patricio Munoz,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Candidatura Independiente,Aún Luis Patricio Munoz no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Luis Patricio Munoz.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
64,64,Luis Segundo Davila Mendoza,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Cabildos Autoconvocados,Aún Luis Segundo Davila Mendoza no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Luis Segundo Davila Mendoza.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
65,65,Luz Eliana NuÑez Salazar,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Vamos Por Chile,Aún Luz Eliana NuÑez Salazar no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Luz Eliana NuÑez Salazar.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
66,66,Manuel Octavio MuÑoz Barrientos,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Cabildos Autoconvocados,Aún Manuel Octavio MuÑoz Barrientos no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Manuel Octavio MuÑoz Barrientos.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
67,67,Mauro Antonio Grimaldos Valenzuela,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Autonomía Social y Sindical Tarapacá,Aún Mauro Antonio Grimaldos Valenzuela no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Mauro Antonio Grimaldos Valenzuela.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
68,68,Nicole Silvia Gallardo Landeros,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Cabildos Autoconvocados,Aún Nicole Silvia Gallardo Landeros no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Nicole Silvia Gallardo Landeros.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
69,69,Odette Lopez Ormazabal,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Apruebo Dignidad,Aún Odette Lopez Ormazabal no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Odette Lopez Ormazabal.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
70,70,Olivia Rayen Carvajal Lorca,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Nobles Hijxs De Tarapacá,Aún Olivia Rayen Carvajal Lorca no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Olivia Rayen Carvajal Lorca.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
71,71,Palmenia Ana Mamani Carlos,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Independientes De Tarapacá,Aún Palmenia Ana Mamani Carlos no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Palmenia Ana Mamani Carlos.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
72,72,Patricia Andrea Lopez Fuentes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Nobles Hijxs De Tarapacá,Aún Patricia Andrea Lopez Fuentes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Patricia Andrea Lopez Fuentes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
73,73,Roxana Elena Cerda Norambuena,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Vamos Por Chile,Aún Roxana Elena Cerda Norambuena no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Roxana Elena Cerda Norambuena.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
74,74,Sergio Andres Cortez Cortez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Independientes De Tarapacá,Aún Sergio Andres Cortez Cortez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Sergio Andres Cortez Cortez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
75,75,Tiffany Krystal Grassi Miranda,https://quienesson.cl/assets/images/candidatos/1612382742.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Independientes De Tarapacá,,Estamos actualizando la información,https://www.facebook.com/tiffanykgrassi/,https://www.instagram.com/p/CKfKlgODezf/,https://twitter.com/tiffanygrassi,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Tiffany Krystal Grassi Miranda.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
76,76,Veronica Del Rosario Sepulveda Fernandez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Pueblo Tarapacá,Aún Veronica Del Rosario Sepulveda Fernandez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Veronica Del Rosario Sepulveda Fernandez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
77,77,Waldo Aguilar Figueroa,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610861001.png,Distrito 2,Partido Igualdad,Apruebo Dignidad,Aún Waldo Aguilar Figueroa no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Waldo Aguilar Figueroa.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Igualdad.png
78,78,Ximena Miriam Avalos Valdes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 2,Independiente,Pueblo Tarapacá,Aún Ximena Miriam Avalos Valdes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ximena Miriam Avalos Valdes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
79,79,Arnaldo Christian NuÑez San Martin,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 3,Independiente,MOVIMIENTO INDEPENDIENTES DEL NORTE,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Arnaldo Christian NuÑez San Martin.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
